ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
B108,Djaru,-19.16,130,jaru1254,Djaru (B108),xd956,Jaru,1934,,,-19.16,130,Original,,Australia
B110,Ngatjan,-17.36,145.56,ngad1260,Ngatjan (B110),xd957,,1880,,,-17.36,145.56,Original,,Australia
B111,Mardudjara,-22.79,125.06,mart1256,Mardudjara (B111),xd958,Ngatjan,1960,,,-22.79,125.06,Original,,Australia
B112,Ildawongga,-22.93,127.18,wanm1242,Ildawongga (B112),xd959,,1968,,,-22.93,127.18,Original,"Note 8Feb2018: Note from HH: ""I thought Ildawongga were a late contacted band of Pintupi but I may be misremembering and I don't know the reference."" KK: leaving for now as Australian languages checked by C. Bowern.",Australia
B113,Pintubi,-22.86,129.44,pint1250,Pintubi (B113),xd960,,1936,,,-22.86,129.44,Original,,Australia
B114,Undanbi,-27.27,153.02,waka1274,Undanbi (B114),xd961,Undambi,1848,,,-27.28,153.24,Revised,,Australia
B115,Jinibarra,-27.25,152.87,yaga1256,Jinibarra (B115),xd962,,1840,,,-27.25,152.87,Original,Assigned Glottolog id on 26 May 2016 based on feedback from H. Hammarström,Australia
B116,Karuwali,-24.41,141.64,karr1236,Karuwali (B116),xd963,,1900,,,-24.41,141.64,Original,,Australia
B117,Alyawara,-22.27,135.17,alya1239,Alyawara (B117),xd964,,1965,,,-22.27,135.17,Original,,Australia
B118,Ngatatjara,-25.32,127.27,ngaa1240,Ngatatjara (B118),xd965,,1968,,,-25.32,127.27,Original,,Australia
B119,Badjalang,-29.59,152.78,midd1357,Badjalang (B119),xd966,,1850,,,-29.59,152.78,Original,Note 8Feb2018: KK: Updated Glottocode as the previous one (band1339) was a family-level code.,Australia
B120,Pitjandjara,-26,130,pitj1243,Pitjandjara (B120),xd967,Pitjantjatjara,1968,,,-26,130,Original,,Australia
B122,Southern Aranda,-26.09,135.52,lowe1436,Southern Arenda (B122),xd968,Aranda (Southern); Southern Arenda,1870,,,-26.09,135.52,Original,,Australia
B123,Jankundjara,-27,131.95,yank1247,Jankundjara (B123),xd969,Yankunytjatjara,1922,,,-27,131.95,Original,,Australia
B125,Yuwaalaraay,-29.3,147.25,gami1243,Ualarai (B125),xd970,Ualarai,1880,,,-29.3,147.25,Original,,Australia
B126,Nakako,-27.31,128.19,pitj1243,Nakako (B126),xd971,,1912,,,-27.31,128.19,Original,"KK: Language match uncertain: H. Hammarström suggests closest match is [ntj], when I discussed with Claire Bowern in 2015, she was not confident it should be matched to [ntj]. Therefore, left with a DPLACE placeholder for now [x03] (26 May 2016)",Australia
B127,Ooldea,-30.38,131.81,anta1253,Ooldea (B127),xd972,,1941,,,-30.38,131.81,Original,"Note 8Feb2018: Changed to anta1253, based on comment by HH (""Speech at Ooldea (a station) was a mix of dialects from people from different dialects and multidialectal people mainly Pitjantjatjara [pjt], but also Antakarinya [ant]. Very strange to attribute Berndt & Berndt to Wirangu"") and after looking into maps of Berndts research location. Some uncertainty remains.",Australia
B128,Paakintji,-32.4,142.25,darl1243,Barkindji (B128),xd973,Barkindji,1890,,,-32.4,142.25,Original,,Australia
B129,Kaurna,-34.56,138.4,kaur1267,Kaurna (B129),xd974,Karuna,1840,,,-34.56,138.4,Original,,Australia
B131,Yaraldi,-35.06,139.29,narr1259,Jaralde (B131),xd975,Jaralde,1850,,,-35.06,139.29,Original,,Australia
B132,Mirniny,-34.95,117.81,ngad1258,Mineng (B132),xd976,Mirniny; Mineng; Mount Barker Tribe; Minang; Noongar,1850,,,-34.95,117.81,Original,"Note 8Feb2018: Leaving for now, despite HH comment: ""HH: The vocabulary (""Minang"") is usually attributed to the language Nyungar [nys]. Have no idea why the paper is connected to Ngadjunmaya."". KK looked into this case in depth, checked with C. Bowern before settling on this language match. Certainly still some uncertainty, though, so with more evidence could be changed.",Australia
B133,Tjapwurong,-35.86,141.38,djab1234,Tjapwurong (B133),xd977,,1850,,,-35.86,141.38,Original,,Australia
B134,Bunurong,-38.48,145.23,woiw1237,Bunurong (B134),xd978,,1850,,,-38.93,145.07,Revised,,Australia
B135,Kurnai,-37.59,147.42,gana1278,Kurnai (B135),xd979,,1850,,,-37.59,147.42,Original,,Australia
B136,Tasmanians (southeastern),-42.62,147.49,sout1439,Tasmanians (eastern) (B136),xd980,Palawa; Tasmanians (southern); Tasmanians (eastern); Tasmanians (East Coast),1830,,,-42.62,147.49,Original,,Australia
B168,Coast Miwok,38.24,-122.88,coas1301,Coast Miwok (B168),xd983,,1850,,,38.24,-122.88,Original,,Southwestern U.S.A.
B190,Guaicura,25,-111.54,guai1237,Guaicura (B190),xd985,Guaycura,1760,,,25,-111.54,Original,,Mexico
B203,Kawich Mountain Shoshoni,37.92,-116.45,west2622,Kawich Mountain Shoshoni (B203),xd988,,1860,,,37.92,-116.45,Original,,Southwestern U.S.A.
B205,Mono Lake Northern Paiute,38.11,-118.45,sout2967,Mono Lake Paiute (B205),xd989,Kutzadika'a; Mono Lake Paiute; Kutzadika,1870,,,38.11,-118.45,Original,,Southwestern U.S.A.
B209,Timponogas,40.22,-111.81,utee1244,Ute-timanogas (B209),xd991,Timponogas Ute; Ute-timanogas; Ute-timpanogas; Ute-timinogas,1860,,,40.22,-111.81,Original,,Southwestern U.S.A.
B212,Wadatkuht,40.27,-120.44,sout2967,Honey Lake Paiute (B212),xd992,Honey Lake Paiute,1870,Northern Paiute (NR13),NR13,40.27,-120.44,Original,,Southwestern U.S.A.
B219,North Fork Mono,37,-119.07,mono1275,North Fork Mono Paiute (B219),xd993,Mono (North Fork); Mono-North Fork Paiute; Norfolk Mono,1860,,,37,-119.07,Original,,Southwestern U.S.A.
B223,Bear Creek Northern Paiute,43.94,-120.49,nort1551,Bear Creek Paiute (B223),xd994,Bear Creek Paiute,1870,,,43.94,-120.49,Original,,Northwestern U.S.A.
B215,Spring Valley Shoshoni,39.19,-114.48,west2622,Spring Valley Shoshoni (B215),xd995,Spring Valley,1870,,,39.19,-114.48,Original,,Southwestern U.S.A.
B224,Antelope Valley Shoshoni,40.19,-114.24,west2622,Antelope Valley Shoshoni (B224),xd995,Spring Valley; Antelope Valley Shoshoni,1860,,,40.19,-114.24,Original,,Southwestern U.S.A.
B272,Chehalis,46.87,-123.67,lowe1427,Chehalis (B272),xd997,,1880,,,46.87,-123.67,Original,,Northwestern U.S.A.
B293,Gitxsan,55.65,-128.06,gitx1241,Gitksan (B293),xd998,Gitksan,1880,,,55.65,-128.06,Original,,Western Canada
B294,Koniag,57.93,-153.16,koni1262,Koniag (B294),xd999,,1840,,,57.93,-153.16,Original,"1Oct2018 - change to dialect and language mapping from beri1255 (no longer exists) to koni1262 (dialect of language paci1278) following update to Glottolog version 3.3.2. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",Subarctic America
